"OBÈINE","SKD DEJAVNOST","2021 (zaèasni podatki)"
"Šoštanj","R Kulturne, razvedrilne in rekreacijske dejavnosti",55530
"Šoštanj","S Druge dejavnosti",25178
"Šoštanj","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šoštanj","U Dejavnost eksteritorialnih organizacij in teles",0
"Šoštanj","X Neznano",323710
"Štore","SKD Dejavnost - SKUPAJ",2835199
"Štore","A Kmetijstvo in lov, gozdarstvo, ribištvo",3759
"Štore","B Rudarstvo",0
"Štore","C Predelovalne dejavnosti",572551
"Štore","D Oskrba z elektrièno energijo, plinom in paro",17013
"Štore","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",184125
"Štore","F Gradbeništvo",95513
"Štore","G Trgovina, vzdrževanje in popravila motornih vozil",474064
"Štore","H Promet in skladišèenje",39543
"Štore","I Gostinstvo",225230
"Štore","J Informacijske in komunikacijske dejavnosti",158760
"Štore","K Finanène in zavarovalniške dejavnosti",0
"Štore","L Poslovanje z nepremièninami",54009
"Štore","M Strokovne, znanstvene in tehniène dejavnosti",54937
"Štore","N Druge raznovrstne poslovne dejavnosti",0
"Štore","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",215119
"Štore","P Izobraževanje",183742
"Štore","Q Zdravstvo in socialno varstvo",428906
"Štore","R Kulturne, razvedrilne in rekreacijske dejavnosti",4360
"Štore","S Druge dejavnosti",7332
"Štore","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Štore","U Dejavnost eksteritorialnih organizacij in teles",0
"Štore","X Neznano",116236
"Tabor","SKD Dejavnost - SKUPAJ",779752
"Tabor","A Kmetijstvo in lov, gozdarstvo, ribištvo",172675
"Tabor","B Rudarstvo",0
"Tabor","C Predelovalne dejavnosti",196623
"Tabor","D Oskrba z elektrièno energijo, plinom in paro",0
"Tabor","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",30432
"Tabor","F Gradbeništvo",0
"Tabor","G Trgovina, vzdrževanje in popravila motornih vozil",79480
"Tabor","H Promet in skladišèenje",0
"Tabor","I Gostinstvo",50058
"Tabor","J Informacijske in komunikacijske dejavnosti",51256
"Tabor","K Finanène in zavarovalniške dejavnosti",692
"Tabor","L Poslovanje z nepremièninami",0
"Tabor","M Strokovne, znanstvene in tehniène dejavnosti",1901
"Tabor","N Druge raznovrstne poslovne dejavnosti",0
"Tabor","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",64711
"Tabor","P Izobraževanje",83477
"Tabor","Q Zdravstvo in socialno varstvo",0
"Tabor","R Kulturne, razvedrilne in rekreacijske dejavnosti",746
"Tabor","S Druge dejavnosti",6223
"Tabor","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Tabor","U Dejavnost eksteritorialnih organizacij in teles",0
"Tabor","X Neznano",41478
"Tišina","SKD Dejavnost - SKUPAJ",2225065
"Tišina","A Kmetijstvo in lov, gozdarstvo, ribištvo",12829
"Tišina","B Rudarstvo",0
"Tišina","C Predelovalne dejavnosti",151408
"Tišina","D Oskrba z elektrièno energijo, plinom in paro",63977
"Tišina","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",189204
"Tišina","F Gradbeništvo",11255
"Tišina","G Trgovina, vzdrževanje in popravila motornih vozil",295527
"Tišina","H Promet in skladišèenje",2675
"Tišina","I Gostinstvo",178276
"Tišina","J Informacijske in komunikacijske dejavnosti",155066
"Tišina","K Finanène in zavarovalniške dejavnosti",3314
"Tišina","L Poslovanje z nepremièninami",0
"Tišina","M Strokovne, znanstvene in tehniène dejavnosti",12914
"Tišina","N Druge raznovrstne poslovne dejavnosti",65098
"Tišina","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",806463
"Tišina","P Izobraževanje",102169
"Tišina","Q Zdravstvo in socialno varstvo",43734
"Tišina","R Kulturne, razvedrilne in rekreacijske dejavnosti",11456
"Tišina","S Druge dejavnosti",17758
"Tišina","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Tišina","U Dejavnost eksteritorialnih organizacij in teles",0
"Tišina","X Neznano",101942
"Tolmin","SKD Dejavnost - SKUPAJ",31365360
"Tolmin","A Kmetijstvo in lov, gozdarstvo, ribištvo",144887
"Tolmin","B Rudarstvo",135406
"Tolmin","C Predelovalne dejavnosti",18055125
"Tolmin","D Oskrba z elektrièno energijo, plinom in paro",418238
"Tolmin","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1618937
"Tolmin","F Gradbeništvo",872548
"Tolmin","G Trgovina, vzdrževanje in popravila motornih vozil",3579146
"Tolmin","H Promet in skladišèenje",352229
"Tolmin","I Gostinstvo",1005341
"Tolmin","J Informacijske in komunikacijske dejavnosti",997853
"Tolmin","K Finanène in zavarovalniške dejavnosti",140334
"Tolmin","L Poslovanje z nepremièninami",450447
"Tolmin","M Strokovne, znanstvene in tehniène dejavnosti",572401
"Tolmin","N Druge raznovrstne poslovne dejavnosti",141719
"Tolmin","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",440775
"Tolmin","P Izobraževanje",726677
"Tolmin","Q Zdravstvo in socialno varstvo",1017802
"Tolmin","R Kulturne, razvedrilne in rekreacijske dejavnosti",236614
"Tolmin","S Druge dejavnosti",121359
"Tolmin","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Tolmin","U Dejavnost eksteritorialnih organizacij in teles",0
"Tolmin","X Neznano",337522
"Trbovlje","SKD Dejavnost - SKUPAJ",25607501
"Trbovlje","A Kmetijstvo in lov, gozdarstvo, ribištvo",8778
"Trbovlje","B Rudarstvo",537195
"Trbovlje","C Predelovalne dejavnosti",8944626
"Trbovlje","D Oskrba z elektrièno energijo, plinom in paro",2083020
"Trbovlje","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",63754
"Trbovlje","F Gradbeništvo",378799
"Trbovlje","G Trgovina, vzdrževanje in popravila motornih vozil",4400693
"Trbovlje","H Promet in skladišèenje",213108
"Trbovlje","I Gostinstvo",1044789
"Trbovlje","J Informacijske in komunikacijske dejavnosti",1953657
"Trbovlje","K Finanène in zavarovalniške dejavnosti",202693
"Trbovlje","L Poslovanje z nepremièninami",595609
"Trbovlje","M Strokovne, znanstvene in tehniène dejavnosti",583634
"Trbovlje","N Druge raznovrstne poslovne dejavnosti",143936
"Trbovlje","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1170935
"Trbovlje","P Izobraževanje",684134
"Trbovlje","Q Zdravstvo in socialno varstvo",1861882
"Trbovlje","R Kulturne, razvedrilne in rekreacijske dejavnosti",323586
"Trbovlje","S Druge dejavnosti",162833
"Trbovlje","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Trbovlje","U Dejavnost eksteritorialnih organizacij in teles",0
"Trbovlje","X Neznano",249840
"Trebnje","SKD Dejavnost - SKUPAJ",30250414
"Trebnje","A Kmetijstvo in lov, gozdarstvo, ribištvo",6080
"Trebnje","B Rudarstvo",0
"Trebnje","C Predelovalne dejavnosti",17241207
"Trebnje","D Oskrba z elektrièno energijo, plinom in paro",58391
"Trebnje","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1132002
"Trebnje","F Gradbeništvo",360086
"Trebnje","G Trgovina, vzdrževanje in popravila motornih vozil",5209444
"Trebnje","H Promet in skladišèenje",996768
"Trebnje","I Gostinstvo",1014332
"Trebnje","J Informacijske in komunikacijske dejavnosti",782726
"Trebnje","K Finanène in zavarovalniške dejavnosti",78755
"Trebnje","L Poslovanje z nepremièninami",346490
"Trebnje","M Strokovne, znanstvene in tehniène dejavnosti",109980
"Trebnje","N Druge raznovrstne poslovne dejavnosti",26189
"Trebnje","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",695086
"Trebnje","P Izobraževanje",717995
"Trebnje","Q Zdravstvo in socialno varstvo",1024987
"Trebnje","R Kulturne, razvedrilne in rekreacijske dejavnosti",35063
"Trebnje","S Druge dejavnosti",122297
"Trebnje","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Trebnje","U Dejavnost eksteritorialnih organizacij in teles",0
"Trebnje","X Neznano",292536
"Trnovska vas","SKD Dejavnost - SKUPAJ",972399
"Trnovska vas","A Kmetijstvo in lov, gozdarstvo, ribištvo",3953
"Trnovska vas","B Rudarstvo",0
"Trnovska vas","C Predelovalne dejavnosti",181911
"Trnovska vas","D Oskrba z elektrièno energijo, plinom in paro",20
"Trnovska vas","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",24473
"Trnovska vas","F Gradbeništvo",0
"Trnovska vas","G Trgovina, vzdrževanje in popravila motornih vozil",273241
"Trnovska vas","H Promet in skladišèenje",16436
"Trnovska vas","I Gostinstvo",158835
"Trnovska vas","J Informacijske in komunikacijske dejavnosti",7325
"Trnovska vas","K Finanène in zavarovalniške dejavnosti",0
"Trnovska vas","L Poslovanje z nepremièninami",0
"Trnovska vas","M Strokovne, znanstvene in tehniène dejavnosti",6564
"Trnovska vas","N Druge raznovrstne poslovne dejavnosti",0
"Trnovska vas","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",154324
"Trnovska vas","P Izobraževanje",103697
"Trnovska vas","Q Zdravstvo in socialno varstvo",27922
"Trnovska vas","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Trnovska vas","S Druge dejavnosti",9170
"Trnovska vas","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Trnovska vas","U Dejavnost eksteritorialnih organizacij in teles",0
"Trnovska vas","X Neznano",4528
"Trzin","SKD Dejavnost - SKUPAJ",23270062
"Trzin","A Kmetijstvo in lov, gozdarstvo, ribištvo",0
"Trzin","B Rudarstvo",0
"Trzin","C Predelovalne dejavnosti",11509761
"Trzin","D Oskrba z elektrièno energijo, plinom in paro",360
"Trzin","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",51207
"Trzin","F Gradbeništvo",574491
"Trzin","G Trgovina, vzdrževanje in popravila motornih vozil",4100728
"Trzin","H Promet in skladišèenje",246849
"Trzin","I Gostinstvo",711531
"Trzin","J Informacijske in komunikacijske dejavnosti",642645
"Trzin","K Finanène in zavarovalniške dejavnosti",72637
"Trzin","L Poslovanje z nepremièninami",2482462
"Trzin","M Strokovne, znanstvene in tehniène dejavnosti",421626
"Trzin","N Druge raznovrstne poslovne dejavnosti",196015
"Trzin","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",338394
"Trzin","P Izobraževanje",242716
"Trzin","Q Zdravstvo in socialno varstvo",177766
"Trzin","R Kulturne, razvedrilne in rekreacijske dejavnosti",202543
"Trzin","S Druge dejavnosti",1074881
"Trzin","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Trzin","U Dejavnost eksteritorialnih organizacij in teles",0
"Trzin","X Neznano",223450
"Tržiè","SKD Dejavnost - SKUPAJ",19641029
"Tržiè","A Kmetijstvo in lov, gozdarstvo, ribištvo",112037
"Tržiè","B Rudarstvo",0
"Tržiè","C Predelovalne dejavnosti",8726567
"Tržiè","D Oskrba z elektrièno energijo, plinom in paro",44609
"Tržiè","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1069314
"Tržiè","F Gradbeništvo",357001
"Tržiè","G Trgovina, vzdrževanje in popravila motornih vozil",3990270
"Tržiè","H Promet in skladišèenje",75497
"Tržiè","I Gostinstvo",770747
"Tržiè","J Informacijske in komunikacijske dejavnosti",736104
"Tržiè","K Finanène in zavarovalniške dejavnosti",57076
"Tržiè","L Poslovanje z nepremièninami",172034
"Tržiè","M Strokovne, znanstvene in tehniène dejavnosti",520671
"Tržiè","N Druge raznovrstne poslovne dejavnosti",85936
"Tržiè","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1046484
"Tržiè","P Izobraževanje",337786
"Tržiè","Q Zdravstvo in socialno varstvo",661441
"Tržiè","R Kulturne, razvedrilne in rekreacijske dejavnosti",102064
"Tržiè","S Druge dejavnosti",242343
"Tržiè","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Tržiè","U Dejavnost eksteritorialnih organizacij in teles",0
"Tržiè","X Neznano",533048
"Turnišèe","SKD Dejavnost - SKUPAJ",5928797
"Turnišèe","A Kmetijstvo in lov, gozdarstvo, ribištvo",3020423
"Turnišèe","B Rudarstvo",0
"Turnišèe","C Predelovalne dejavnosti",810589
"Turnišèe","D Oskrba z elektrièno energijo, plinom in paro",47125
"Turnišèe","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",454746
"Turnišèe","F Gradbeništvo",8911
"Turnišèe","G Trgovina, vzdrževanje in popravila motornih vozil",595780
"Turnišèe","H Promet in skladišèenje",299741
"Turnišèe","I Gostinstvo",95627
"Turnišèe","J Informacijske in komunikacijske dejavnosti",139210
"Turnišèe","K Finanène in zavarovalniške dejavnosti",0
"Turnišèe","L Poslovanje z nepremièninami",83
"Turnišèe","M Strokovne, znanstvene in tehniène dejavnosti",6767
"Turnišèe","N Druge raznovrstne poslovne dejavnosti",90
"Turnišèe","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",157192
"Turnišèe","P Izobraževanje",205350
"Turnišèe","Q Zdravstvo in socialno varstvo",40117
"Turnišèe","R Kulturne, razvedrilne in rekreacijske dejavnosti",7474
"Turnišèe","S Druge dejavnosti",18469
"Turnišèe","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Turnišèe","U Dejavnost eksteritorialnih organizacij in teles",0
"Turnišèe","X Neznano",21103
"Velenje","SKD Dejavnost - SKUPAJ",91473579
"Velenje","A Kmetijstvo in lov, gozdarstvo, ribištvo",32329
"Velenje","B Rudarstvo",538215
"Velenje","C Predelovalne dejavnosti",56549106
"Velenje","D Oskrba z elektrièno energijo, plinom in paro",141242
"Velenje","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",2851121
"Velenje","F Gradbeništvo",2526199
"Velenje","G Trgovina, vzdrževanje in popravila motornih vozil",12134772
"Velenje","H Promet in skladišèenje",297352
"Velenje","I Gostinstvo",2235579
"Velenje","J Informacijske in komunikacijske dejavnosti",2203174
"Velenje","K Finanène in zavarovalniške dejavnosti",421211
"Velenje","L Poslovanje z nepremièninami",1708799
"Velenje","M Strokovne, znanstvene in tehniène dejavnosti",1435963
"Velenje","N Druge raznovrstne poslovne dejavnosti",194823
"Velenje","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",2044949
"Velenje","P Izobraževanje",1680062
"Velenje","Q Zdravstvo in socialno varstvo",1212366
"Velenje","R Kulturne, razvedrilne in rekreacijske dejavnosti",1271425
"Velenje","S Druge dejavnosti",280670
"Velenje","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Velenje","U Dejavnost eksteritorialnih organizacij in teles",0
"Velenje","X Neznano",1714222
"Velika Polana","SKD Dejavnost - SKUPAJ",4558923
"Velika Polana","A Kmetijstvo in lov, gozdarstvo, ribištvo",3112482
"Velika Polana","B Rudarstvo",0
"Velika Polana","C Predelovalne dejavnosti",143274
"Velika Polana","D Oskrba z elektrièno energijo, plinom in paro",88
"Velika Polana","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",0
"Velika Polana","F Gradbeništvo",11867
"Velika Polana","G Trgovina, vzdrževanje in popravila motornih vozil",144802
"Velika Polana","H Promet in skladišèenje",4536
"Velika Polana","I Gostinstvo",24443
"Velika Polana","J Informacijske in komunikacijske dejavnosti",63111
"Velika Polana","K Finanène in zavarovalniške dejavnosti",0
"Velika Polana","L Poslovanje z nepremièninami",0
"Velika Polana","M Strokovne, znanstvene in tehniène dejavnosti",12940
"Velika Polana","N Druge raznovrstne poslovne dejavnosti",0
"Velika Polana","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",472315
"Velika Polana","P Izobraževanje",141789
"Velika Polana","Q Zdravstvo in socialno varstvo",414110
"Velika Polana","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Velika Polana","S Druge dejavnosti",3244
"Velika Polana","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Velika Polana","U Dejavnost eksteritorialnih organizacij in teles",0
"Velika Polana","X Neznano",9922
"Velike Lašèe","SKD Dejavnost - SKUPAJ",2800413
"Velike Lašèe","A Kmetijstvo in lov, gozdarstvo, ribištvo",2795
"Velike Lašèe","B Rudarstvo",0
"Velike Lašèe","C Predelovalne dejavnosti",578917
"Velike Lašèe","D Oskrba z elektrièno energijo, plinom in paro",0
"Velike Lašèe","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",382661
"Velike Lašèe","F Gradbeništvo",9176
"Velike Lašèe","G Trgovina, vzdrževanje in popravila motornih vozil",621094
"Velike Lašèe","H Promet in skladišèenje",16074
"Velike Lašèe","I Gostinstvo",188564
"Velike Lašèe","J Informacijske in komunikacijske dejavnosti",258576
"Velike Lašèe","K Finanène in zavarovalniške dejavnosti",0
"Velike Lašèe","L Poslovanje z nepremièninami",26160
"Velike Lašèe","M Strokovne, znanstvene in tehniène dejavnosti",32383
"Velike Lašèe","N Druge raznovrstne poslovne dejavnosti",4553
"Velike Lašèe","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",231615
"Velike Lašèe","P Izobraževanje",198608
"Velike Lašèe","Q Zdravstvo in socialno varstvo",113523
"Velike Lašèe","R Kulturne, razvedrilne in rekreacijske dejavnosti",28796
"Velike Lašèe","S Druge dejavnosti",23164
"Velike Lašèe","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Velike Lašèe","U Dejavnost eksteritorialnih organizacij in teles",0
"Velike Lašèe","X Neznano",83754
"Veržej","SKD Dejavnost - SKUPAJ",2904498
"Veržej","A Kmetijstvo in lov, gozdarstvo, ribištvo",8
"Veržej","B Rudarstvo",0
"Veržej","C Predelovalne dejavnosti",237154
"Veržej","D Oskrba z elektrièno energijo, plinom in paro",2966
"Veržej","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",76020
"Veržej","F Gradbeništvo",2465
"Veržej","G Trgovina, vzdrževanje in popravila motornih vozil",200564
"Veržej","H Promet in skladišèenje",4370
"Veržej","I Gostinstvo",1850298
"Veržej","J Informacijske in komunikacijske dejavnosti",41419
"Veržej","K Finanène in zavarovalniške dejavnosti",1542
"Veržej","L Poslovanje z nepremièninami",11666
"Veržej","M Strokovne, znanstvene in tehniène dejavnosti",5052
"Veržej","N Druge raznovrstne poslovne dejavnosti",8358
"Veržej","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",126938
"Veržej","P Izobraževanje",179976
"Veržej","Q Zdravstvo in socialno varstvo",90143
"Veržej","R Kulturne, razvedrilne in rekreacijske dejavnosti",8507
"Veržej","S Druge dejavnosti",16222
"Veržej","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Veržej","U Dejavnost eksteritorialnih organizacij in teles",0
"Veržej","X Neznano",40830
"Videm","SKD Dejavnost - SKUPAJ",2854245
"Videm","A Kmetijstvo in lov, gozdarstvo, ribištvo",93570
